2014,11,Al-Farouq Aminu,/players/a/aminual01.html,SF,23,,NOP,80,2045,13.2,.516,.097,.277,7.2,21.2,14.1,8.4,2.1,1.6,13.7,14.3,,1.3,1.8,3.1,.072,,-1.4,1.0,-0.3,0.9
2014,12,Louis Amundson,/players/a/amundlo01.html,PF,31,,TOT,19,185,9.1,.446,.000,.750,17.3,17.2,17.3,4.7,2.5,5.0,24.8,13.9,,-0.1,0.2,0.1,.024,,-3.4,2.1,-1.3,0.0
2014,12,Louis Amundson,/players/a/amundlo01.html,PF,31,,NOP,18,184,9.2,.446,.000,.750,17.4,17.3,17.4,4.7,2.5,5.0,24.8,14.0,,-0.1,0.2,0.1,.024,,-3.4,2.1,-1.3,0.0
2014,12,Louis Amundson,/players/a/amundlo01.html,PF,31,,CHI,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.029,,-7.3,1.0,-6.3,0.0
2014,13,Chris Andersen,/players/a/anderch01.html,C,35,,MIA,72,1396,18.5,.683,.044,.615,12.1,21.7,17.1,2.1,1.2,6.1,13.2,13.8,,3.8,2.2,6.0,.205,,0.1,1.5,1.6,1.3
2014,14,Alan Anderson,/players/a/anderal01.html,SF,31,,BRK,78,1773,9.5,.525,.511,.243,2.7,9.1,5.9,7.3,1.4,0.5,10.4,15.9,,0.8,0.9,1.7,.047,,-0.8,-1.4,-2.2,-0.1
2014,15,James Anderson,/players/a/anderja01.html,SG,24,,PHI,80,2309,10.9,.530,.490,.148,2.7,11.7,7.0,9.9,1.6,1.0,12.2,15.9,,0.9,0.9,1.9,.039,,-1.2,-1.3,-2.5,-0.3
2014,16,Ryan Anderson,/players/a/anderry01.html,PF,25,,NOP,22,795,18.8,.572,.463,.175,9.5,11.3,10.4,3.6,0.7,0.7,5.0,22.9,,2.2,0.1,2.3,.138,,4.3,-4.5,-0.1,0.4
2014,17,Giannis Antetokounmpo,/players/a/antetgi01.html,SF,19,,MIL,77,1897,10.8,.518,.282,.483,4.6,16.3,10.2,12.1,1.7,2.6,19.4,15.0,,0.1,1.1,1.2,.031,,-2.5,0.7,-1.8,0.1
2014,18,Carmelo Anthony,/players/a/anthoca01.html,PF,29,,NYK,77,2982,24.4,.561,.253,.329,5.6,19.4,12.3,15.8,1.7,1.5,9.5,32.4,,8.1,2.5,10.7,.172,,4.6,-1.0,3.6,4.2
2014,19,Joel Anthony,/players/a/anthojo01.html,C,31,,TOT,33,186,8.1,.394,.000,.250,9.1,14.6,11.8,1.6,0.8,5.2,7.8,9.3,,0.0,0.2,0.2,.044,,-5.7,1.0,-4.7,-0.1
2014,19,Joel Anthony,/players/a/anthojo01.html,C,31,,MIA,12,37,8.0,.436,.000,.333,7.1,16.4,11.9,0.0,0.0,9.4,12.7,10.2,,0.0,0.0,0.0,.049,,-7.3,0.8,-6.6,0.0
2014,19,Joel Anthony,/players/a/anthojo01.html,C,31,,BOS,21,149,8.1,.384,.000,.231,9.6,14.1,11.8,1.9,1.0,4.1,6.5,9.1,,0.0,0.1,0.1,.043,,-5.3,1.1,-4.2,-0.1
2014,20,Pero Antic,/players/a/anticpe01.html,PF,31,,ATL,50,925,11.7,.545,.582,.224,7.2,18.9,13.1,9.8,1.0,1.0,14.5,18.6,,0.5,0.9,1.4,.075,,-0.5,-0.9,-1.4,0.1
2014,21,Trevor Ariza,/players/a/arizatr01.html,SF,28,,WAS,77,2723,15.8,.590,.518,.226,4.1,16.3,10.1,10.8,2.4,0.6,12.3,17.8,,4.3,3.7,8.0,.141,,2.3,1.1,3.4,3.6
2014,22,Hilton Armstrong,/players/a/armsthi01.html,C,29,,GSW,15,97,17.0,.480,.000,.842,21.8,31.0,26.5,7.1,2.1,3.1,18.7,14.5,,0.1,0.2,0.3,.162,,-2.5,3.1,0.6,0.1
2014,23,Darrell Arthur,/players/a/arthuda01.html,SF,25,,DEN,68,1161,9.4,.459,.156,.151,4.8,14.7,9.8,8.0,1.6,3.0,11.7,18.1,,-0.5,1.2,0.7,.029,,-3.8,1.0,-2.8,-0.2
2014,24,Omer Asik,/players/a/asikom01.html,C,27,,HOU,48,968,14.0,.570,.000,.663,12.3,30.1,21.7,3.8,0.7,2.8,19.4,13.8,,1.0,1.5,2.4,.121,,-3.1,0.7,-2.4,-0.1
2014,25,D.J. Augustin,/players/a/augusdj01.html,PG,26,,TOT,71,1939,16.2,.569,.462,.316,0.9,6.7,3.8,28.9,1.5,0.1,13.3,22.4,,3.8,2.4,6.2,.154,,2.6,-2.2,0.4,1.2
2014,25,D.J. Augustin,/players/a/augusdj01.html,PG,26,,TOR,10,82,1.2,.394,.458,.250,0.0,5.7,2.8,18.4,0.6,0.0,25.3,19.8,,-0.2,0.0,-0.2,-0.112,,-7.4,-3.7,-11.2,-0.2
2014,25,D.J. Augustin,/players/a/augusdj01.html,PG,26,,CHI,61,1857,16.8,.574,.463,.318,0.9,6.7,3.9,29.3,1.5,0.1,12.8,22.5,,4.0,2.4,6.4,.166,,3.1,-2.1,1.0,1.4
2014,26,Gustavo Ayon,/players/a/ayongu01.html,C,28,,ATL,26,429,12.9,.505,.000,.196,11.4,22.3,16.9,10.0,3.0,1.8,20.7,14.8,,0.0,0.7,0.7,.078,,-3.2,3.0,-0.2,0.2
2014,27,Jeff Ayres,/players/p/pendeje02.html,PF,26,,SAS,73,952,11.1,.605,.000,.316,11.0,19.2,15.3,8.6,0.7,1.9,24.1,12.4,,1.0,1.4,2.4,.121,,-1.6,2.1,0.5,0.6
2014,28,Chris Babb,/players/b/babbch01.html,SG,23,,BOS,14,132,3.7,.367,.900,.000,3.3,11.5,7.3,3.3,2.3,0.0,9.1,11.1,,-0.1,0.1,0.0,-0.008,,-3.7,-0.7,-4.4,-0.1
2014,29,Luke Babbitt,/players/b/babbilu01.html,PF,24,,NOP,27,473,12.1,.525,.617,.117,4.4,17.5,10.8,9.4,0.8,1.9,8.5,17.0,,0.5,0.2,0.7,.074,,0.5,-1.9,-1.4,0.1
2014,30,Leandro Barbosa,/players/b/barbole01.html,PG,31,,PHO,20,368,11.5,.506,.191,.298,1.5,9.7,5.6,13.4,1.0,0.8,11.4,20.0,,0.2,0.2,0.4,.058,,-2.2,-1.8,-3.9,-0.2
2014,31,Jose Barea,/players/b/bareajo01.html,PG,29,,MIN,79,1471,11.6,.471,.352,.152,1.2,10.5,5.7,32.7,0.9,0.0,15.2,23.9,,-0.1,0.9,0.7,.024,,-0.9,-2.7,-3.6,-0.6
2014,32,Andrea Bargnani,/players/b/bargnan01.html,C,28,,NYK,42,1257,14.5,.510,.215,.203,6.3,14.7,10.4,6.1,0.6,3.7,9.6,22.4,,0.8,0.7,1.5,.058,,-1.4,-1.0,-2.4,-0.1
2014,33,Harrison Barnes,/players/b/barneha02.html,SF,21,,GSW,78,2204,9.8,.486,.280,.267,3.3,11.9,7.7,7.6,1.5,0.7,10.0,16.8,,0.4,2.8,3.2,.070,,-2.3,0.9,-1.4,0.3
2014,34,Matt Barnes,/players/b/barnema02.html,SF,33,,LAC,63,1735,12.0,.552,.537,.171,4.0,14.4,9.3,10.6,1.6,1.2,13.0,16.6,,1.5,2.0,3.5,.097,,0.7,0.8,1.5,1.5
2014,35,Will Barton,/players/b/bartowi01.html,SG,23,,POR,41,387,13.5,.488,.212,.205,4.5,16.0,10.3,13.3,1.2,1.3,9.6,21.2,,0.3,0.4,0.6,.078,,-1.9,-0.7,-2.7,-0.1
2014,36,Brandon Bass,/players/b/bassbr01.html,PF,28,,BOS,82,2266,15.0,.549,.008,.330,7.8,15.9,11.8,6.4,0.8,2.4,10.9,18.2,,3.2,1.9,5.1,.107,,-1.3,0.2,-1.2,0.5
2014,37,Shane Battier,/players/b/battish01.html,SF,35,,MIA,73,1468,8.7,.523,.764,.084,3.0,8.6,5.9,6.0,1.8,2.3,6.9,10.0,,1.0,1.4,2.4,.078,,0.1,0.7,0.8,1.1
2014,38,Nicolas Batum,/players/b/batumni01.html,SF,25,,POR,82,2956,15.8,.589,.491,.248,4.3,17.8,11.1,20.9,1.3,1.3,18.6,16.5,,4.8,3.1,7.9,.128,,2.4,1.8,4.2,4.6
2014,39,Jerryd Bayless,/players/b/bayleje01.html,PG,25,,TOT,72,1686,12.0,.498,.344,.191,1.5,8.6,5.0,18.5,1.9,0.4,10.9,20.1,,1.1,1.3,2.4,.069,,-0.4,-1.4,-1.8,0.1
2014,39,Jerryd Bayless,/players/b/bayleje01.html,PG,25,,MEM,31,650,11.3,.473,.347,.238,1.5,9.3,5.4,15.6,1.6,0.6,7.7,20.3,,0.4,0.6,1.0,.077,,-0.6,-1.3,-2.0,0.0
2014,39,Jerryd Bayless,/players/b/bayleje01.html,PG,25,,BOS,41,1036,12.5,.514,.341,.161,1.5,8.1,4.7,20.4,2.0,0.3,12.9,19.9,,0.7,0.7,1.4,.064,,-0.2,-1.5,-1.7,0.1
2014,40,Aron Baynes,/players/b/baynear01.html,C,27,,SAS,53,491,9.7,.467,.000,.129,13.6,19.4,16.6,9.9,0.2,0.7,17.3,19.2,,-0.1,0.6,0.6,.055,,-3.7,-0.3,-4.0,-0.2
2014,41,Kent Bazemore,/players/b/bazemke01.html,SG,24,,TOT,67,911,11.2,.515,.373,.318,1.2,12.6,6.9,15.7,2.3,1.0,16.8,22.6,,-0.6,0.8,0.2,.011,,-2.1,-0.4,-2.5,-0.1
2014,41,Kent Bazemore,/players/b/bazemke01.html,SG,24,,GSW,44,268,6.2,.448,.402,.371,2.1,14.0,8.1,10.9,2.2,1.7,19.9,23.1,,-0.6,0.4,-0.2,-0.034,,-6.1,0.3,-5.7,-0.3
2014,41,Kent Bazemore,/players/b/bazemke01.html,SG,24,,LAL,23,643,13.3,.543,.362,.297,0.8,12.0,6.4,17.7,2.3,0.8,15.5,22.3,,0.0,0.4,0.4,.029,,-0.5,-0.7,-1.2,0.1
2014,42,Bradley Beal,/players/b/bealbr01.html,SG,20,,WAS,73,2530,14.3,.507,.299,.164,2.4,10.2,6.3,16.0,1.4,0.6,9.4,24.3,,1.6,2.4,4.0,.076,,0.2,-1.3,-1.1,0.5
2014,43,Michael Beasley,/players/b/beaslmi01.html,SF,25,,MIA,55,831,16.8,.559,.152,.223,4.9,20.5,13.0,8.8,1.5,2.2,12.8,25.7,,0.5,1.1,1.6,.092,,-2.2,-1.2,-3.5,-0.3
2014,44,Marco Belinelli,/players/b/belinma01.html,SF,27,,SAS,80,2016,15.0,.605,.422,.188,1.0,11.2,6.3,13.2,1.3,0.3,11.2,19.0,,3.5,2.4,5.9,.140,,1.9,-0.3,1.7,1.9
2014,45,Anthony Bennett,/players/b/bennean01.html,SF,20,,CLE,52,663,6.9,.425,.236,.307,8.1,18.4,13.1,4.0,1.6,1.0,15.5,20.3,,-1.1,0.7,-0.4,-0.028,,-5.8,-1.5,-7.3,-0.9
2014,46,Patrick Beverley,/players/b/beverpa01.html,SG,25,,HOU,56,1751,12.4,.545,.530,.212,4.9,7.4,6.2,12.8,2.2,1.0,11.2,14.8,,2.7,1.6,4.2,.116,,1.9,0.6,2.5,2.0
2014,47,Andris Biedrins,/players/b/biedran01.html,C,27,,UTA,6,45,2.4,.412,.000,6.000,5.0,39.7,21.8,0.0,0.0,0.0,35.5,5.7,,-0.1,0.0,0.0,-0.033,,-10.7,-4.3,-15.0,-0.1
2014,48,Chauncey Billups,/players/b/billuch01.html,SG,37,,DET,19,309,5.3,.427,.608,.152,1.3,8.9,4.9,18.7,1.3,0.3,22.9,15.1,,-0.3,0.1,-0.3,-0.042,,-3.8,-2.4,-6.3,-0.3
2014,49,Bismack Biyombo,/players/b/biyombi01.html,C,21,,CHA,77,1072,13.3,.606,.000,.618,11.0,27.6,19.3,1.1,0.3,6.3,17.9,9.6,,1.1,2.1,3.2,.144,,-4.7,2.2,-2.5,-0.1
2014,50,DeJuan Blair,/players/b/blairde01.html,PF,24,,DAL,78,1214,17.3,.557,.005,.308,13.3,21.6,17.5,8.9,2.5,1.4,14.7,19.6,,1.8,1.5,3.4,.133,,-0.2,0.8,0.6,0.8
2014,51,Steve Blake,/players/b/blakest01.html,PG,33,,TOT,55,1498,11.0,.508,.595,.122,0.9,10.4,5.7,28.8,1.8,0.4,21.5,13.8,,0.7,1.1,1.8,.058,,-0.9,-0.7,-1.6,0.2
2014,51,Steve Blake,/players/b/blakest01.html,PG,33,,LAL,27,891,12.1,.515,.562,.150,1.0,11.4,6.2,33.0,1.9,0.2,22.2,15.7,,0.4,0.3,0.8,.041,,-0.3,-1.3,-1.6,0.1
2014,51,Steve Blake,/players/b/blakest01.html,PG,33,,GSW,28,607,9.4,.494,.658,.067,0.9,9.0,5.0,22.7,1.6,0.7,20.1,11.2,,0.3,0.7,1.1,.084,,-1.8,0.2,-1.6,0.1
2014,52,Andray Blatche,/players/b/blatcan01.html,PF,27,,BRK,73,1618,18.8,.532,.080,.328,8.9,19.9,14.4,12.8,2.4,2.0,12.5,25.6,,1.6,2.1,3.7,.109,,-0.6,0.7,0.1,0.8
2014,53,Eric Bledsoe,/players/b/bledser01.html,PG,24,,PHO,43,1416,19.6,.578,.252,.426,2.1,13.8,8.0,27.0,2.4,0.8,17.8,24.9,,2.6,1.6,4.1,.140,,2.3,0.6,2.9,1.8
2014,54,Vander Blue,/players/b/blueva01.html,SG,21,,BOS,3,15,0.5,.403,.250,1.250,0.0,23.4,11.4,10.7,0.0,0.0,24.4,24.3,,-0.1,0.0,-0.1,-0.214,,-10.9,-3.1,-13.9,0.0
2014,55,Keith Bogans,/players/b/boganke01.html,SG,33,,BOS,6,55,9.9,.820,1.000,.500,0.0,6.4,3.1,7.7,0.9,0.0,12.0,6.7,,0.1,0.0,0.1,.121,,0.1,-2.2,-2.1,0.0
2014,56,Andrew Bogut,/players/b/bogutan01.html,C,29,,GSW,67,1769,17.0,.610,.000,.171,11.4,29.7,20.7,9.3,1.3,5.2,19.4,12.4,,2.4,4.0,6.5,.176,,-1.2,5.6,4.4,2.8
2014,57,Matt Bonner,/players/b/bonnema01.html,PF,33,,SAS,61,690,11.2,.582,.598,.073,2.7,17.9,10.6,6.1,1.1,1.2,8.6,12.1,,0.8,1.0,1.8,.123,,-0.4,0.7,0.3,0.4
2014,58,Trevor Booker,/players/b/booketr01.html,PF,26,,WAS,72,1553,15.0,.563,.005,.189,10.9,17.5,14.1,6.3,1.4,2.4,11.7,14.4,,2.3,2.0,4.3,.132,,-1.1,1.3,0.2,0.8
2014,59,Carlos Boozer,/players/b/boozeca01.html,PF,32,,CHI,76,2141,14.4,.489,.002,.197,7.4,25.9,16.8,10.9,1.3,0.8,12.6,26.3,,-0.9,4.3,3.4,.076,,-4.0,0.6,-3.4,-0.7
2014,60,Chris Bosh,/players/b/boshch01.html,C,29,,MIA,79,2531,19.0,.597,.229,.285,5.1,20.3,13.0,5.8,1.7,2.7,10.4,22.6,,4.6,3.4,8.0,.152,,0.5,0.0,0.5,1.6
2014,61,Avery Bradley,/players/b/bradlav01.html,PG,23,,BOS,60,1855,12.7,.510,.242,.136,2.9,11.2,6.9,8.1,1.7,0.5,9.9,23.2,,0.4,1.4,1.8,.046,,-1.1,-1.4,-2.5,-0.2
2014,62,Elton Brand,/players/b/brandel01.html,PF,34,,ATL,73,1414,14.0,.561,.006,.283,8.0,21.5,14.8,8.1,1.4,4.9,13.8,13.9,,1.4,2.1,3.6,.121,,-2.7,3.1,0.5,0.9
2014,63,Corey Brewer,/players/b/breweco01.html,SF,27,,MIN,81,2609,12.7,.550,.261,.281,2.6,6.2,4.3,7.9,2.9,0.9,10.4,16.5,,2.4,2.7,5.2,.095,,0.4,1.3,1.7,2.4
2014,64,Ronnie Brewer,/players/b/brewero02.html,SF,28,,TOT,24,160,3.4,.220,.533,.133,1.5,7.9,4.9,8.1,1.9,0.5,11.2,4.9,,-0.1,0.1,0.0,.004,,-4.6,1.2,-3.4,-0.1
2014,64,Ronnie Brewer,/players/b/brewero02.html,SF,28,,HOU,23,158,3.5,.220,.533,.133,1.5,8.0,4.9,8.2,1.9,0.5,11.2,5.0,,-0.1,0.1,0.0,.004,,-4.6,1.2,-3.4,-0.1
2014,64,Ronnie Brewer,/players/b/brewero02.html,SF,28,,CHI,1,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.029,,-7.3,1.0,-6.3,0.0
2014,65,Aaron Brooks,/players/b/brookaa01.html,PG,29,,TOT,72,1557,12.5,.518,.427,.164,3.1,6.7,4.9,23.3,1.6,0.6,15.8,20.5,,1.3,0.9,2.2,.067,,0.4,-1.9,-1.5,0.2
2014,65,Aaron Brooks,/players/b/brookaa01.html,PG,29,,HOU,43,716,11.9,.529,.502,.167,3.8,5.7,4.8,18.1,1.7,0.6,15.3,20.4,,0.6,0.5,1.1,.076,,0.3,-2.1,-1.8,0.0
2014,65,Aaron Brooks,/players/b/brookaa01.html,PG,29,,DEN,29,841,12.9,.508,.365,.160,2.6,7.5,5.0,27.7,1.6,0.6,16.2,20.5,,0.6,0.4,1.0,.058,,0.4,-1.6,-1.2,0.2
2014,66,MarShon Brooks,/players/b/brookma01.html,SG,25,,TOT,35,316,15.5,.551,.200,.352,3.4,15.5,9.3,12.9,2.2,0.9,14.3,23.4,,0.1,0.3,0.4,.060,,-2.1,-1.6,-3.7,-0.1
2014,66,MarShon Brooks,/players/b/brookma01.html,SG,25,,BOS,10,73,10.7,.514,.167,.583,1.5,28.8,14.8,8.6,0.7,1.1,18.8,22.6,,-0.1,0.1,0.0,.017,,-6.7,-1.6,-8.3,-0.1
2014,66,MarShon Brooks,/players/b/brookma01.html,SG,25,,GSW,7,15,24.3,.440,.154,.308,7.4,28.6,18.2,0.0,3.3,0.0,0.0,43.3,,0.0,0.0,0.0,.087,,-7.8,-10.6,-18.4,-0.1
2014,66,MarShon Brooks,/players/b/brookma01.html,SG,25,,LAL,18,228,16.5,.578,.216,.295,3.7,10.3,7.0,15.2,2.6,0.9,14.6,22.3,,0.2,0.1,0.3,.072,,-0.2,-1.0,-1.3,0.0
2014,67,Lorenzo Brown,/players/b/brownlo01.html,PG,23,,PHI,26,224,8.2,.349,.349,.151,3.7,10.0,6.8,27.5,2.8,1.1,14.9,20.4,,-0.5,0.2,-0.3,-0.068,,-5.0,-1.8,-6.8,-0.3
2014,68,Shannon Brown,/players/b/brownsh01.html,SG,28,,TOT,29,251,4.7,.419,.030,.318,3.2,9.5,6.4,5.0,2.7,0.0,19.3,17.1,,-0.5,0.3,-0.3,-0.050,,-6.8,-0.3,-7.0,-0.3
2014,68,Shannon Brown,/players/b/brownsh01.html,SG,28,,SAS,10,103,-0.5,.360,.071,.321,1.1,12.6,7.1,6.4,0.5,0.0,20.0,17.5,,-0.3,0.1,-0.2,-0.102,,-9.2,-0.9,-10.1,-0.2
2014,68,Shannon Brown,/players/b/brownsh01.html,SG,28,,NYK,19,148,8.4,.462,.000,.316,4.6,7.4,6.0,4.1,4.3,0.0,18.8,16.7,,-0.2,0.2,0.0,-0.013,,-5.0,0.2,-4.9,-0.1
2014,69,Kobe Bryant,/players/b/bryanko01.html,SG,35,,LAL,6,177,10.7,.505,.219,.288,1.2,14.5,7.8,34.6,1.9,0.4,29.2,28.7,,-0.5,0.1,-0.4,-0.097,,-4.7,-1.3,-5.9,-0.2
2014,70,Chase Budinger,/players/b/budinch01.html,SF,25,,MIN,41,751,9.7,.505,.472,.154,2.7,12.5,7.5,6.2,1.2,0.2,8.1,16.7,,0.3,0.6,0.9,.059,,-1.3,-1.3,-2.6,-0.1
2014,71,Reggie Bullock,/players/b/bullore01.html,SF,22,,LAC,43,395,6.7,.460,.603,.074,3.2,11.7,7.6,4.3,1.1,0.2,9.4,15.4,,-0.2,0.3,0.2,.019,,-2.9,-1.8,-4.7,-0.3
2014,72,Trey Burke,/players/b/burketr01.html,PG,21,,UTA,70,2262,12.6,.473,.375,.126,1.8,9.0,5.3,29.4,1.0,0.2,12.2,21.8,,1.0,0.0,0.9,.020,,0.5,-3.0,-2.5,-0.3
2014,73,Alec Burks,/players/b/burksal01.html,SG,22,,UTA,78,2193,15.8,.547,.172,.449,3.0,10.7,6.8,16.9,1.7,0.5,13.0,23.9,,2.6,0.6,3.2,.070,,0.5,-1.7,-1.2,0.5
2014,74,Caron Butler,/players/b/butleca01.html,SF,33,,TOT,56,1419,12.2,.512,.461,.139,1.7,16.8,9.2,9.6,1.7,1.0,9.5,20.1,,0.6,1.2,1.8,.062,,-0.7,-1.4,-2.1,0.0
2014,74,Caron Butler,/players/b/butleca01.html,SF,33,,MIL,34,821,12.4,.494,.415,.158,2.2,20.5,11.0,11.9,1.5,1.1,12.1,23.7,,-0.2,0.5,0.2,.014,,-1.7,-2.1,-3.9,-0.4
2014,74,Caron Butler,/players/b/butleca01.html,SF,33,,OKC,22,598,11.9,.548,.548,.102,1.0,11.9,6.7,6.4,2.0,0.8,4.0,15.0,,0.9,0.7,1.6,.127,,0.6,-0.4,0.2,0.3
2014,75,Jimmy Butler,/players/b/butleji01.html,SG,24,,CHI,67,2591,13.5,.522,.346,.488,3.9,10.5,7.2,11.1,2.6,1.1,10.8,16.8,,2.4,4.6,7.1,.131,,0.0,2.4,2.4,2.9
2014,76,Rasual Butler,/players/b/butlera01.html,SG,34,,IND,50,378,12.2,.585,.564,.127,1.9,9.9,6.1,7.4,1.0,1.8,8.7,15.4,,0.5,0.6,1.1,.138,,-0.6,-0.3,-0.9,0.1
2014,77,Dwight Buycks,/players/b/buyckdw01.html,PG,24,,TOR,14,146,7.2,.414,.354,.188,3.2,15.2,9.2,10.6,2.9,0.0,16.1,19.3,,-0.2,0.2,0.0,-0.009,,-4.8,0.2,-4.5,-0.1
2014,78,Andrew Bynum,/players/b/bynuman01.html,C,26,,TOT,26,516,15.2,.456,.000,.218,11.4,20.3,15.8,9.7,0.6,4.7,12.1,24.3,,-0.2,0.6,0.4,.038,,-4.1,0.6,-3.4,-0.2
2014,78,Andrew Bynum,/players/b/bynuman01.html,C,26,,CLE,24,480,14.8,.456,.000,.207,10.7,18.9,14.7,9.6,0.6,4.9,11.9,23.4,,-0.2,0.5,0.4,.036,,-4.0,0.8,-3.1,-0.1
2014,78,Andrew Bynum,/players/b/bynuman01.html,C,26,,IND,2,36,19.9,.459,.000,.318,19.7,38.8,29.7,11.2,0.0,2.1,13.8,36.9,,0.0,0.1,0.0,.063,,-5.7,-1.7,-7.4,0.0
2014,79,Will Bynum,/players/b/bynumwi01.html,PG,31,,DET,56,1054,14.4,.502,.144,.281,2.4,8.2,5.1,32.5,1.9,0.5,17.6,23.8,,0.6,0.4,1.0,.047,,-0.7,-2.8,-3.5,-0.4
2014,80,Nick Calathes,/players/c/calatni01.html,SG,24,,MEM,71,1173,12.3,.506,.196,.232,2.3,11.5,6.9,26.5,3.0,0.6,22.8,17.5,,-0.1,1.6,1.5,.062,,-1.9,0.8,-1.1,0.3
2014,81,Jose Calderon,/players/c/caldejo01.html,PG,32,,DAL,81,2468,15.2,.596,.568,.084,1.4,7.6,4.5,22.4,1.4,0.4,11.7,16.2,,5.4,0.8,6.3,.122,,3.3,-2.0,1.3,2.1
2014,82,Kentavious Caldwell-Pope,/players/c/caldwke01.html,SG,20,,DET,80,1583,9.4,.483,.402,.133,2.5,8.6,5.4,5.0,2.4,0.6,5.4,13.9,,1.0,0.8,1.8,.055,,-1.2,-0.8,-2.1,0.0
2014,83,Isaiah Canaan,/players/c/canaais01.html,PG,22,,HOU,22,252,9.5,.506,.632,.333,3.3,7.1,5.3,13.2,1.6,1.2,17.4,21.0,,0.0,0.2,0.2,.031,,-1.4,-2.0,-3.4,-0.1
2014,84,DeMarre Carroll,/players/c/carrode01.html,SF,27,,ATL,73,2341,13.9,.575,.417,.220,5.3,14.5,10.0,8.9,2.3,0.7,10.1,15.2,,3.2,2.6,5.8,.119,,1.0,1.1,2.1,2.4
