2000,EST,1,L,home,Peristeri,vs Peristeri,http://www.euroleague.net/main/results/showgame?gamecode=3&seasoncode=E2000,3,86,91
2000,EST,2,W,away,Zalgiris,at Zalgiris,http://www.euroleague.net/main/results/showgame?gamecode=14&seasoncode=E2000,14,77,80
2000,EST,3,W,home,KK Zadar,vs KK Zadar,http://www.euroleague.net/main/results/showgame?gamecode=26&seasoncode=E2000,26,93,81
2000,EST,4,L,away,PAF Bologna,at PAF Bologna,http://www.euroleague.net/main/results/showgame?gamecode=39&seasoncode=E2000,39,81,72
2000,EST,5,W,home,Lugano Snakes,vs Lugano Snakes,http://www.euroleague.net/main/results/showgame?gamecode=49&seasoncode=E2000,49,97,76
2000,EST,6,L,away,Peristeri,at Peristeri,http://www.euroleague.net/main/results/showgame?gamecode=63&seasoncode=E2000,63,91,81
2000,EST,7,W,home,Zalgiris,vs Zalgiris,http://www.euroleague.net/main/results/showgame?gamecode=74&seasoncode=E2000,74,87,77
2000,EST,8,L,away,KK Zadar,at KK Zadar,http://www.euroleague.net/main/results/showgame?gamecode=86&seasoncode=E2000,86,80,72
2000,EST,9,L,home,PAF Bologna,vs PAF Bologna,http://www.euroleague.net/main/results/showgame?gamecode=99&seasoncode=E2000,99,76,90
2000,EST,10,L,away,Lugano Snakes,at Lugano Snakes,http://www.euroleague.net/main/results/showgame?gamecode=109&seasoncode=E2000,109,77,76
2000,EST,11,L,away,Kinder Bologna,at Kinder Bologna,http://www.euroleague.net/main/results/showgame?gamecode=123&seasoncode=E2000,123,113,70
2000,EST,12,L,home,Kinder Bologna,vs Kinder Bologna,http://www.euroleague.net/main/results/showgame?gamecode=131&seasoncode=E2000,131,80,85
2000,AEK,1,W,home,Kinder Bologna,vs Kinder Bologna,http://www.euroleague.net/main/results/showgame?gamecode=5&seasoncode=E2000,5,78,77
2000,AEK,2,W,away,St. Petersburg Lions,at St. Petersburg Lions,http://www.euroleague.net/main/results/showgame?gamecode=18&seasoncode=E2000,18,69,90
2000,AEK,3,W,home,Spirou Basket,vs Spirou Basket,http://www.euroleague.net/main/results/showgame?gamecode=28&seasoncode=E2000,28,97,73
2000,AEK,4,W,home,Cibona VIP,vs Cibona VIP,http://www.euroleague.net/main/results/showgame?gamecode=42&seasoncode=E2000,42,83,75
2000,AEK,5,L,away,Tau Ceramica,at Tau Ceramica,http://www.euroleague.net/main/results/showgame?gamecode=53&seasoncode=E2000,53,85,65
2000,AEK,6,L,away,Kinder Bologna,at Kinder Bologna,http://www.euroleague.net/main/results/showgame?gamecode=65&seasoncode=E2000,65,81,66
